"id"	"origen"	"report"	"report_sha256"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa_previo"
"CONF-V1-L143-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"143"	"143"	""	"Las consecuencias para la confianza fueron profundas."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Cronología política sirve como contexto; duración hegemónica y densidades asociativas no identifican supresión causal ni trayectoria de confianza. Falta serie enlazada y contrafactual para atribuir a Fox o PRI."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L143-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"143"	"143"	""	"Los ciudadanos aprendieron a relacionarse con el Estado a través de conexiones personales y patronazgo, no mediante canales institucionales basados en derechos."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Cronología política sirve como contexto; duración hegemónica y densidades asociativas no identifican supresión causal ni trayectoria de confianza. Falta serie enlazada y contrafactual para atribuir a Fox o PRI."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L143-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"143"	"143"	""	"El BTI 2024 documenta que México tiene solo **27 organizaciones de sociedad civil por cada 100,000 habitantes**, comparado con 650 en Chile y 270 en Argentina —un vacío directamente atribuible a la supresión priista de la sociedad civil autónoma."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Cronología política sirve como contexto; duración hegemónica y densidades asociativas no identifican supresión causal ni trayectoria de confianza. Falta serie enlazada y contrafactual para atribuir a Fox o PRI."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L145-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"145"	"145"	""	"La transición democrática de 2000 generó un pico de confianza que se desplomó rápidamente."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Cronología política sirve como contexto; duración hegemónica y densidades asociativas no identifican supresión causal ni trayectoria de confianza. Falta serie enlazada y contrafactual para atribuir a Fox o PRI."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L145-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"145"	"145"	""	"La incapacidad de la administración Fox para institucionalizar la democracia confirmó un patrón que la literatura documenta como característico de México: **la confianza institucional es volátil y altamente reactiva a expectativas frustradas**, no culturalmente fija."	"mecanismo"	"SIN-CIFRA"	"instrumento inadecuado"	"Cronología política sirve como contexto; duración hegemónica y densidades asociativas no identifican supresión causal ni trayectoria de confianza. Falta serie enlazada y contrafactual para atribuir a Fox o PRI."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L149-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"149"	"149"	""	"Morris & Klesner (2010) establecieron empíricamente lo que teóricos como Della Porta y Rothstein habían propuesto: **la corrupción y la desconfianza se refuerzan mutuamente en un equilibrio estable**."	"mecanismo"	"MATIZA"	""	"Datos transversales y modelos recíprocos no identifican las dos flechas causales; viñetas aleatorias aportan mecanismo acotado sobre actitudes fiscales, no equilibrio nacional estable."	"[""CONF-CARBON24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L149-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"149"	"149"	""	"La percepción de que otros son corruptos incentiva la participación individual en la corrupción (¿por qué ser honesto si nadie más lo es?), lo que a su vez confirma y profundiza la percepción de corrupción generalizada."	"mecanismo"	"MATIZA"	""	"Datos transversales y modelos recíprocos no identifican las dos flechas causales; viñetas aleatorias aportan mecanismo acotado sobre actitudes fiscales, no equilibrio nacional estable."	"[""CONF-CARBON24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L151-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"151"	"151"	""	"México muestra este equilibrio con claridad."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"CPI no mide corrupción objetiva y cambia por edición; los porcentajes de soborno y motivos de desconfianza exigen denominadores distintos. No se usa ranking/record sin tabla primaria cotejada."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L151-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"151"	"151"	""	"El CPI 2024 marcó **26/100 —el peor puntaje jamás registrado**, el peor de toda la OCDE, y solo superior a Rusia entre el G20."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"CPI no mide corrupción objetiva y cambia por edición; los porcentajes de soborno y motivos de desconfianza exigen denominadores distintos. No se usa ranking/record sin tabla primaria cotejada."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L151-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"151"	"151"	""	"El 34% de los mexicanos admite haber cedido a solicitudes de soborno de funcionarios públicos."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"CPI no mide corrupción objetiva y cambia por edición; los porcentajes de soborno y motivos de desconfianza exigen denominadores distintos. No se usa ranking/record sin tabla primaria cotejada."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L151-S04"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"151"	"151"	""	"Simultáneamente, el 90% de quienes desconfían de la policía citan la corrupción como razón principal."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"CPI no mide corrupción objetiva y cambia por edición; los porcentajes de soborno y motivos de desconfianza exigen denominadores distintos. No se usa ranking/record sin tabla primaria cotejada."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L151-S05"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"151"	"151"	""	"Romper este equilibrio requiere intervenciones institucionales masivas que generen experiencias repetidas de honestidad —lo que Rothstein (2011) llama ""la trampa de la calidad institucional""."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"CPI no mide corrupción objetiva y cambia por edición; los porcentajes de soborno y motivos de desconfianza exigen denominadores distintos. No se usa ranking/record sin tabla primaria cotejada."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L155-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"155"	"155"	""	"La ""guerra contra el narco"" iniciada en 2006 introdujo niveles de violencia sin precedente en la vida cotidiana mexicana."	"mecanismo"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas."	"[""CONF-C17"", ""CONF-C19""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L155-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"155"	"155"	""	"El costo económico de la inseguridad alcanza el **18% del PIB** (comparable al 19.7% de Colombia)."	"mecanismo"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas."	"[""CONF-C17"", ""CONF-C19""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L155-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"155"	"155"	""	"Tres efectos sobre la confianza están bien documentados:"	"mecanismo"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas."	"[""CONF-C17"", ""CONF-C19""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L157-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"157"	"157"	""	"Primero, **la violencia erosiona específicamente la confianza en las instituciones directamente responsables de combatirla** (policía y sistema judicial), mientras la confianza en redes personales permanece relativamente intacta."	"mecanismo"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas."	"[""CONF-C17"", ""CONF-C19""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L157-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"157"	"157"	""	"Corbacho et al. (2015) encontraron que la victimización reduce la confianza en la policía local en ~10%, pero no afecta significativamente la confianza en amigos y familia (~85% estable)."	"mecanismo"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas."	"[""CONF-C17"", ""CONF-C19""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
