fecha,producto,regimen_definicion,imor_porcentaje,unidad_observacion,universo_institucional,fuente
2016-01,Consumo total,PRE_IFRS9_CARTERA_VENCIDA,3.960000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-08,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.420000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-09,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.220000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-10,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.260000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-11,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.280000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-12,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.200000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-01,Personales,IFRS9_ETAPA_3,5.160000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-02,Personales,IFRS9_ETAPA_3,4.760000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-03,Personales,IFRS9_ETAPA_3,4.380000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-04,Personales,IFRS9_ETAPA_3,4.250000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-05,Personales,IFRS9_ETAPA_3,4.250000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-06,Personales,IFRS9_ETAPA_3,4.210000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-07,Personales,IFRS9_ETAPA_3,4.170000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-08,Personales,IFRS9_ETAPA_3,4.250000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-09,Personales,IFRS9_ETAPA_3,4.310000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-10,Personales,IFRS9_ETAPA_3,4.540000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-11,Personales,IFRS9_ETAPA_3,4.510000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-12,Personales,IFRS9_ETAPA_3,4.630000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-01,Personales,IFRS9_ETAPA_3,4.750000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-02,Personales,IFRS9_ETAPA_3,4.800000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-03,Personales,IFRS9_ETAPA_3,4.650000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-04,Personales,IFRS9_ETAPA_3,4.680000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-05,Personales,IFRS9_ETAPA_3,4.760000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-06,Personales,IFRS9_ETAPA_3,4.770000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-07,Personales,IFRS9_ETAPA_3,4.780000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-08,Personales,IFRS9_ETAPA_3,4.740000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-09,Personales,IFRS9_ETAPA_3,4.800000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-10,Personales,IFRS9_ETAPA_3,4.870000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-11,Personales,IFRS9_ETAPA_3,5.030000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-12,Personales,IFRS9_ETAPA_3,5.140000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-01,Personales,IFRS9_ETAPA_3,5.080000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-02,Personales,IFRS9_ETAPA_3,4.920000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-03,Personales,IFRS9_ETAPA_3,4.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-04,Personales,IFRS9_ETAPA_3,4.380000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-05,Personales,IFRS9_ETAPA_3,4.320000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-06,Personales,IFRS9_ETAPA_3,4.380000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-07,Personales,IFRS9_ETAPA_3,4.410000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-08,Personales,IFRS9_ETAPA_3,4.400000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-09,Personales,IFRS9_ETAPA_3,4.540000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-10,Personales,IFRS9_ETAPA_3,4.510000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-11,Personales,IFRS9_ETAPA_3,4.600000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-12,Personales,IFRS9_ETAPA_3,4.620000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-01,Personales,IFRS9_ETAPA_3,4.610000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-02,Personales,IFRS9_ETAPA_3,4.620000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-03,Personales,IFRS9_ETAPA_3,4.470000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-04,Personales,IFRS9_ETAPA_3,4.360000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-05,Personales,IFRS9_ETAPA_3,4.410000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-06,Personales,IFRS9_ETAPA_3,4.450000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-07,Personales,IFRS9_ETAPA_3,4.580000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-08,Personales,IFRS9_ETAPA_3,4.630000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-09,Personales,IFRS9_ETAPA_3,4.850000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-10,Personales,IFRS9_ETAPA_3,5.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-11,Personales,IFRS9_ETAPA_3,5.790000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-12,Personales,IFRS9_ETAPA_3,6.000000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-01,Personales,IFRS9_ETAPA_3,5.770000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-02,Personales,IFRS9_ETAPA_3,5.510000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-03,Personales,IFRS9_ETAPA_3,5.290000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
