serie_id	instrumento	dominio	conducta_texto	eje	segmento	unidad	dictamen	direccion	k	olas	delta_pp	pares_fuera	causa_sin_serie	calc	result
ENDIREH-COMUNITARIA-ENTIDAD-15-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	15|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-15-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-16-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	16|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-16-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-16-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	16|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-16-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-17-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	17|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-17-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-17-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	17|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-17-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-18-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	18|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-18-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-18-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	18|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-18-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-19-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	19|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-19-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-19-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	19|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-19-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-20-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	20|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-20-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-20-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	20|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-20-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-21-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	21|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-21-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-21-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	21|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-21-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-22-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	22|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-22-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-22-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	22|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-22-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-23-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	23|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-23-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-23-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	23|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-23-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-24-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	24|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-24-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-24-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	24|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-24-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-25-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	25|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-25-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-25-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	25|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-25-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-26-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	26|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-26-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-26-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	26|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-26-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-27-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	27|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-27-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-27-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	27|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-27-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-28-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	28|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-28-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-28-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	28|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-28-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-29-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	29|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-29-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-29-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	29|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-29-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-30-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	30|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-30-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-30-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	30|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-30-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-31-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	31|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-31-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-31-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	31|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-31-VENTANA-VIDA
ENDIREH-COMUNITARIA-ENTIDAD-32-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	32|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-32-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ENTIDAD-32-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	entidad	32|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ENTIDAD-32-VENTANA-VIDA
ENDIREH-COMUNITARIA-ESCOLARIDAD-BASICA-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	basica|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-BASICA-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ESCOLARIDAD-BASICA-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	basica|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-BASICA-VENTANA-VIDA
ENDIREH-COMUNITARIA-ESCOLARIDAD-MEDIA-SUPERIOR-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	media_superior|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-MEDIA-SUPERIOR-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ESCOLARIDAD-MEDIA-SUPERIOR-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	media_superior|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-MEDIA-SUPERIOR-VENTANA-VIDA
ENDIREH-COMUNITARIA-ESCOLARIDAD-NINGUNO-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	ninguno|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-NINGUNO-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ESCOLARIDAD-NINGUNO-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	ninguno|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-NINGUNO-VENTANA-VIDA
ENDIREH-COMUNITARIA-ESCOLARIDAD-SUPERIOR-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	superior|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-SUPERIOR-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-ESCOLARIDAD-SUPERIOR-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	escolaridad	superior|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-ESCOLARIDAD-SUPERIOR-VENTANA-VIDA
ENDIREH-COMUNITARIA-INSTITUCION-01-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_01	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-01-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-02-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_02	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-02-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-03-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_03	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-03-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-04-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_04	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-04-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-05-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_05	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-05-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-06-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_06	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-06-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-07-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_07	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-07-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-08-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_08	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-08-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-09-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_09	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-09-NACIONAL-MX
ENDIREH-COMUNITARIA-INSTITUCION-10-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: comunitaria_institucion_10	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-INSTITUCION-10-NACIONAL-MX
ENDIREH-COMUNITARIA-LOCALIDAD-C-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	localidad	C|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-LOCALIDAD-C-VENTANA-DESDE-OCTUBRE-2020
ENDIREH-COMUNITARIA-LOCALIDAD-C-VENTANA-VIDA	ENDIREH	genero	ENDIREH PISOS :: comunitaria	localidad	C|VENTANA:vida	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-LOCALIDAD-C-VENTANA-VIDA
ENDIREH-COMUNITARIA-LOCALIDAD-R-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	ENDIREH PISOS :: comunitaria	localidad	R|VENTANA:desde_octubre_2020	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-COMUNITARIA-LOCALIDAD-R-VENTANA-DESDE-OCTUBRE-2020
