# data/l3-ensanut2024-catalogos-v1_0.tsv -- ACTO MAESTRA37-L3, P0(b), COMMIT-1.
# Censo de los catalogos de valores de ENSANUT 2024 en la raiz descargas_mx
# (data/raices.local.yaml). Se lee TODO el catalogo: no se eligen terminos.
# Fuente: los .Catlogo.xlsx de INEGI, hojas "Variables" (etiqueta de variable)
# y "Valores" (codigo -> etiqueta de respuesta). Extraido con openpyxl 3.1.5.
# adultos entra SOLO por catalogo: adultos_ensanut2024_w.stata.stata.zip esta
# AUSENTE-EN-RAIZ (verificado al arrancar el acto, 3/sep/2026).
# utilizadores utilizadores_ensanut2024_w.Catlogo.xlsx       variables=122 filas_valor=398 variables_sin_catalogo=81
# hogar        hogar_ensanut2024_w_ICB.Catlogo.xlsx          variables=204 filas_valor=550 variables_sin_catalogo=68
# integrantes  integrantes_ensanut2024_w_ICB.Catlogo.xlsx    variables=261 filas_valor=2353 variables_sin_catalogo=65
# adultos      adultos_ensanut2024_w.Catlogo.xlsx            variables=843 filas_valor=3332 variables_sin_catalogo=244
# menores      menores_ensanut2024_w.Catlogo.xlsx            variables=484 filas_valor=1546 variables_sin_catalogo=153
modulo	variable_id	etiqueta_variable	codigo	etiqueta_valor
integrantes	h0308	H0308 En este hogar, ¿vive el padre de (NOMBRE)?	2	No, vive en otro lugar
integrantes	h0308	H0308 En este hogar, ¿vive el padre de (NOMBRE)?	3	No, ya falleció
integrantes	h0308	H0308 En este hogar, ¿vive el padre de (NOMBRE)?	8	Matrimonio igualitario
integrantes	h0308	H0308 En este hogar, ¿vive el padre de (NOMBRE)?	9	No sabe
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	1	Instituto Mexicano del Seguro Social (IMSS)
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	2	ISSSTE/ ISSSTE Estatal
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	3	PEMEX
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	4	Defensa
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	5	Marina
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	6	Centros de Salud u Hospital de la SSA
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	8	DIF federal, estatal o municipal
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	9	Cruz Roja/ Cruz Verde
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	10	Instituto Nacional de Salud
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	11	Organizaciones (ONG/OSC) que dan atención gratuita/Dispensario
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	12	Consultorios pertenecientes a farmacias/Farmacias con consultorio médico
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	13	Consultorio dentro de hospital privado
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	14	Área de urgencias/hospitalización dentro de hospital privado
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	15	Atención privada en torre de consultorios médicos o en una clínica sin camas de hospital privado
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	16	Consultorio en domicilio particular de médico privado
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	17	Atención privada en mi domicilio
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	18	Atención privada vía remota (teléfono, mensajes de texto, telemedicina)
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	19	Médico laboral (médico de la empresa)
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	20	Curandero, hierbero, naturista
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	21	Homeópata, partera, acupunturista
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	22	Otro (especifica)
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	23	No sabe / No recuerda
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	24	Consultorio psicológico
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	25	Centro de salud mental (CESAME)
integrantes	h0309	H0309 Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no	26	IMSS-BIENESTAR (que eran antes centro de salud de la Secretaría de Salud)
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	1	del Seguro Social (IMSS)?
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	2	del ISSSTE/ ISSSTE Estatal?
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	4	de PEMEX?
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	5	de Defensa?
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	6	de Marina?
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	8	de un seguro privado de gastos médicos?
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	9	de otra institución? (especifica)
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	10	Ninguno
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	11	IMSS-BIENESTAR (que eran antes centros de salud de la Secretaría de Salud)
integrantes	H0310A	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	99	NS/NR
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	1	del Seguro Social (IMSS)?
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	2	del ISSSTE/ ISSSTE Estatal?
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	4	de PEMEX?
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	5	de Defensa?
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	6	de Marina?
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	8	de un seguro privado de gastos médicos?
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	9	de otra institución? (especifica)
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	10	Ninguno
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	11	IMSS-BIENESTAR (que eran antes centros de salud de la Secretaría de Salud)
integrantes	H0310B	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	99	NS/NR
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	1	del Seguro Social (IMSS)?
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	2	del ISSSTE/ ISSSTE Estatal?
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	4	de PEMEX?
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	5	de Defensa?
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	6	de Marina?
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	8	de un seguro privado de gastos médicos?
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	9	de otra institución? (especifica)
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	10	Ninguno
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	11	IMSS-BIENESTAR (que eran antes centros de salud de la Secretaría de Salud)
integrantes	H0310C	H0310 ¿(USTED/NOMBRE) tiene derecho o acceso a servicios médicos...	99	NS/NR
integrantes	h0311	H0311 ¿(NOMBRE) habla alguna lengua indígena (dialecto)?	1	Sí
integrantes	h0311	H0311 ¿(NOMBRE) habla alguna lengua indígena (dialecto)?	2	No
integrantes	h0312	H0312 ¿(NOMBRE) habla también español?	1	Sí
integrantes	h0312	H0312 ¿(NOMBRE) habla también español?	2	No
integrantes	h0313	H0313 ¿ (NOMBRE) asiste actualmente a la escuela?	1	Sí
integrantes	h0313	H0313 ¿ (NOMBRE) asiste actualmente a la escuela?	2	No
integrantes	h0314	H0314 ¿La escuela a la que asiste (NOMBRE) es...	1	pública?
integrantes	h0314	H0314 ¿La escuela a la que asiste (NOMBRE) es...	2	privada?
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	1	Se embarazó o tuvo un hijo
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	2	Se casó o unió
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	3	No había escuela o no había cupo
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	4	Problemas personales o académicos en la escuela
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	5	Por enfermedad y/o discapacidad
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	6	No tenía la edad cumplida
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	7	Por falta de dinero o trabajo
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	8	No quiso o no le gustó estudiar
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	9	Logró su meta educativa
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	10	Nunca ha ido a la escuela
integrantes	h0316	H0316 ¿Cuál es la razón principal por la que (NOMBRE) no asiste actualmente a la escuela?	11	Otro motivo (especifica)
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	1	Preescolar
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	2	Primaria
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	3	Secundaria
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	4	Preparatoria o Bachillerato
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	5	Normal básica
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	6	Estudios técnicos o comerciales con primaria terminada
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	7	Estudios técnicos o comerciales con secundaria terminada
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	8	Estudios técnicos o comerciales con preparatoria terminada
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	9	Normal de licenciatura
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	10	Licenciatura o profesional
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	11	Maestría
integrantes	h0317a	H0317A ¿Cuál es el último año o grado que aprobó (USTED/NOMBRE) en la escuela? NIVEL	12	Doctorado
integrantes	h0317g	H0317G ¿Cuál es el último año y grado que aprobó (USTED/NOMBRE) en la escuela? GRADO	1	1° Grado
integrantes	h0317g	H0317G ¿Cuál es el último año y grado que aprobó (USTED/NOMBRE) en la escuela? GRADO	2	2° Grado
integrantes	h0317g	H0317G ¿Cuál es el último año y grado que aprobó (USTED/NOMBRE) en la escuela? GRADO	3	3° Grado
integrantes	h0317g	H0317G ¿Cuál es el último año y grado que aprobó (USTED/NOMBRE) en la escuela? GRADO	4	4° Grado
integrantes	h0317g	H0317G ¿Cuál es el último año y grado que aprobó (USTED/NOMBRE) en la escuela? GRADO	5	5° Grado
integrantes	h0317g	H0317G ¿Cuál es el último año y grado que aprobó (USTED/NOMBRE) en la escuela? GRADO	6	6° Grado
integrantes	h0318	H0318 ¿ (NOMBRE) sabe leer y escribir un recado?	1	Sí
integrantes	h0318	H0318 ¿ (NOMBRE) sabe leer y escribir un recado?	2	No
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	1	vive con su pareja en unión libre?
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	2	está separada(o) de una unión libre?
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	3	está separada(o) de un matrimonio?
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	4	está divorciado(a)?
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	5	está viuda(o)?
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	6	está casada(o) civil o religiosamente?
integrantes	h0319	H0319 ¿Actualmente (USTED/NOMBRE)...	7	está soltera(o)?
integrantes	h0320	H0320 En este hogar, ¿vive el cónyuge de (NOMBRE)?	1	Sí
integrantes	h0320	H0320 En este hogar, ¿vive el cónyuge de (NOMBRE)?	2	No, vive en otro lugar
integrantes	h0320	H0320 En este hogar, ¿vive el cónyuge de (NOMBRE)?	3	No, ya falleció
integrantes	h0320	H0320 En este hogar, ¿vive el cónyuge de (NOMBRE)?	8	Matrimonio igualitario
integrantes	h0320	H0320 En este hogar, ¿vive el cónyuge de (NOMBRE)?	9	No sabe
integrantes	h0321	H0321 ¿Durante la semana pasada, (NOMBRE) trabajó (al menos una hora)?	1	Sí
integrantes	h0321	H0321 ¿Durante la semana pasada, (NOMBRE) trabajó (al menos una hora)?	2	No
integrantes	h0322	H0322 Aunque ya me dijo que (NOMBRE) no trabajó, ¿la semana pasada...	1	ayudó en un negocio familiar?
integrantes	h0322	H0322 Aunque ya me dijo que (NOMBRE) no trabajó, ¿la semana pasada...	2	vendió o hizo algún producto para vender?
integrantes	h0322	H0322 Aunque ya me dijo que (NOMBRE) no trabajó, ¿la semana pasada...	3	ayudó en las labores del campo o en la cría de animales?
integrantes	h0322	H0322 Aunque ya me dijo que (NOMBRE) no trabajó, ¿la semana pasada...	4	a cambio de un pago, realizó otro tipo de actividad? (cortar el cabello, dar clases, lavar ropa ajena, etcétera)
integrantes	h0322	H0322 Aunque ya me dijo que (NOMBRE) no trabajó, ¿la semana pasada...	5	tenia trabajo, pero estuvo ausente?
integrantes	h0322	H0322 Aunque ya me dijo que (NOMBRE) no trabajó, ¿la semana pasada...	6	no ayudó, ni trabajo?
integrantes	h0323	H0323 Entonces, ¿la semana pasada (NOMBRE) ...	1	busco trabajo?
integrantes	h0323	H0323 Entonces, ¿la semana pasada (NOMBRE) ...	2	se dedicó a los quehaceres del hogar?
integrantes	h0323	H0323 Entonces, ¿la semana pasada (NOMBRE) ...	3	es estudiante?
integrantes	h0323	H0323 Entonces, ¿la semana pasada (NOMBRE) ...	4	es pensionada(o) o jubilada(o)?
integrantes	h0323	H0323 Entonces, ¿la semana pasada (NOMBRE) ...	5	tiene discapacidad permanente que le impida trabajar?
integrantes	h0323	H0323 Entonces, ¿la semana pasada (NOMBRE) ...	6	¿Otra situación?
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	1	empleada(o)?
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	2	obrera(o)?
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	3	jornalera(o) o peón(a)?
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	4	Trabajador(a) por su cuenta? (no contrata trabajadores)
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	5	patrón(a) o empleador(a)? (contrata trabajadores)
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	6	trabajador(a) sin pago? (en un negocio familiar o no familiar)
integrantes	h0324	H0324 ¿En su trabajo o negocio de la semana pasada (NOMBRE) fue...	7	¿Otra situación?
integrantes	h0401	H0401 En los últimos 3 meses ¿(USTED/NOMBRE) ha tenido alguna necesidad de salud?	1	Sí
integrantes	h0401	H0401 En los últimos 3 meses ¿(USTED/NOMBRE) ha tenido alguna necesidad de salud?	2	No
integrantes	h0402	H0402 ¿Podría decirme cuál fue la última necesidad de salud que tuvo (USTED/NOMBRE) en los últimos 3 meses?	1	01 Infecciones respiratorias (gripe, catarro, dolor de garganta, sinusitis, amigdalitis)
integrantes	h0402	H0402 ¿Podría decirme cuál fue la última necesidad de salud que tuvo (USTED/NOMBRE) en los últimos 3 meses?	2	02 Diarrea o empacho (infección estomacal o intestinal por alguna bacteria o virus)
integrantes	h0402	H0402 ¿Podría decirme cuál fue la última necesidad de salud que tuvo (USTED/NOMBRE) en los últimos 3 meses?	15	15 COVID-19 (coronavirus)
integrantes	h0402	H0402 ¿Podría decirme cuál fue la última necesidad de salud que tuvo (USTED/NOMBRE) en los últimos 3 meses?	16	16 Control, seguimiento o diagnóstico de diabetes (azúcar alta)
