ruta	sha256_recalculado	linea	tier_literal_en_linea	pasaje_candidato
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	17	FUERTE	"5. **[FUERTE] El hombre que no va al médico es real y multicausal.** ENSANUT 2022: 21.6% de hombres reportó necesidad de salud vs 27.4% de mujeres; el INEGI estima que ""más del 60% de los hombres solo busca atención médica cuando los síntomas son graves o persistentes"" (citado por Excélsior/Milenio, 2026), y el IMSS añade que apenas el 38% de las consultas de primer nivel son solicitadas por hombres. Es machismo + horarios laborales + servicios diseñados para mujeres y niños."
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	19	MEDIA	"6. **[MEDIA] La prevención baja es más estructura que fatalismo.** La informalidad laboral (54.8%, INEGI 2025) deja a media población sin IMSS; 44.5 millones sin acceso a servicios de salud en 2024 (ENIGH/INEGI). El ""fatalismo ante la diabetes"" es en gran parte desesperanza estructural y falta de acceso, no un rasgo cultural."
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	21	FUERTE	7. **[FUERTE] La adherencia a crónicos es baja y es un problema de sistema.** Solo 36.1% (IC95%: 26.0–47.6%) de las personas con diagnóstico previo de diabetes tienen control glucémico adecuado (HbA1c<7%) según Basto-Abreu et al. (ENSANUT 2022, Salud Pública de México); hasta 50% abandona tratamientos crónicos. El desabasto de medicamentos y el gasto de bolsillo son drivers estructurales.
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	23	MEDIA	8. **[MEDIA] Hay gradiente regional claro: el norte es más obeso y consume más alcohol y drogas; el sur menos.** Obesidad norte 41.6% vs centro 33.0% (ENSANUT 2018-19); consumo de cualquier droga ilegal Península Norte 22.3% vs Sur 10.0% (ENCODAT 2025).
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	25	FUERTE	9. **[FUERTE] El fentanilo es un problema de VIOLENCIA/tráfico, no de consumo poblacional.** ENCODAT 2025: prevalencia de consumo no médico de fentanilo de apenas 0.1-0.2%, sin casos en adolescentes. Confundir consumo con narcotráfico es un error analítico grave.
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	27	MEDIA	10. **[MEDIA] El vapeo sube contra la prohibición.** Pese a la prohibición constitucional (DOF 17 ene 2025), el consumo de cigarros electrónicos subió de 1.1% a 2.6% (ENCODAT 2025) y casi se triplicó en adolescentes.
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	29	MEDIA	11. **[MEDIA] La imagen corporal vive una tensión: normalización de cuerpos grandes vs presión de delgadez, con fuerte sesgo de género.** Estudios en mujeres mexicanas reportan alta insatisfacción corporal; la evidencia es mayoritariamente urbana y de clase media.
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	31	MEDIA	"12. **[MEDIA] La medicina tradicional y la automedicación conviven con la biomedicina en todos los estratos.** La CONABIO estima que 80% de la población usa herbolaria de manera frecuente (Alamilla y Neyra, 2020); la Secretaría de Salud eleva la cifra a que ""el 90% de la población mexicana ha optado por alguna de las 4,500 plantas medicinales de México por lo menos una vez en su vida"" (Roberto Campos Navarro, Facultad de Medicina UNAM, vía SEMARNAT/gob.mx). No es folclor rural sino práctica transversal."
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	33	FUERTE	13. **[FUERTE] El sedentarismo es masivo y creciente, y es urbano.** Solo 4.0% de los adultos cumplen las tres recomendaciones de movimiento (ENSANUT 2022); la inactividad adulta subió de 16.5% a 19.8% (2018-2022); los urbanos se mueven menos.
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	35	NO-EXPLÍCITO	14. **[HIPÓTESIS RAZONABLE] El consumo de comida/alcohol como recompensa asequible (consumo compensatorio, rama recompensa) explica parte de la persistencia del refresco y la botana en hogares de bajo ingreso.** Hay lógica económica pero poca medición directa.
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	37	NO-EXPLÍCITO	"15. **[NARRATIVA POPULAR, a desactivar] ""Los mexicanos eligen comer mal / son descuidados con su salud.""** Esta lectura borra el ambiente obesogénico, el precio de las calorías y el tiempo, y sirve para culpar al individuo en vez de diseñar entornos."
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	60	FUERTE	**[FUERTE]** (datos primarios recientes, múltiples fuentes convergentes):
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	68	MEDIA	**[MEDIA]** (evidencia sólida pero con matices, sesgo urbano, o autoreporte):
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	231	MEDIA	- **SI [consumidor de clase media urbana con hijos y alternativa de precio similar] ENTONCES [elige el producto con menos sellos] — PORQUE [saliencia informativa + protección a hijos] — [MEDIA]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	232	MEDIA	- **SI [hogar de bajo ingreso, producto sin sustituto barato] ENTONCES [compra igual pese al sello] — PORQUE [precio domina] — [MEDIA]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	238	FUERTE	- **SI [informal, sin IMSS, síntoma leve-moderado] ENTONCES [farmacia con consultorio anexo] — PORQUE [barato, rápido, cercano] — [FUERTE]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	239	MEDIA	- **SI [síntoma grave o crónico complejo] ENTONCES [busca público/hospital pese a la espera] — PORQUE [complejidad excede al CAF] — [MEDIA]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	245	FUERTE	- **SI [desabasto en unidad pública + gasto de bolsillo alto] ENTONCES [abandono o intermitencia] — PORQUE [barrera económica/acceso] — [FUERTE]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	246	MEDIA	- **SI [familia cuidadora presente + medicamento surtido] ENTONCES [mayor adherencia] — PORQUE [familismo + acceso] — [MEDIA]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	252	MEDIA	- **SI [hombre en evento social donde se ofrece alcohol] ENTONCES [acepta para no quedar mal] — PORQUE [simpatía/quedar bien] — [MEDIA]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	253	MEDIA	- **SI [riesgo de alcoholímetro/sanción presente] ENTONCES [modera o designa conductor] — PORQUE [aversión a sanción] — [MEDIA]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	259	FUERTE	- **SI [hombre trabajador informal/sin permiso laboral] ENTONCES [pospone chequeo hasta síntoma grave] — PORQUE [machismo + costo de oportunidad del tiempo] — [FUERTE]**
corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	bbdb2e2379ec2384157ae720c11cba50e9ab187b60d858c359ee118070a8ba85	260	MEDIA	- **SI [mujer en edad reproductiva] ENTONCES [mayor contacto preventivo con el sistema] — PORQUE [rutas de atención materno-infantil] — [MEDIA]**
corpus/reports/Humor_in_Mexican_Psychological_Life__2023-2026_Update.md	57ec2d1791bf3326c031001931ec60711133617bb7ae8a6c133cfbe7efc1dbd6	10	FUERTE	**1. Psicometría del humor (evidencia fuerte, nueva).** El hallazgo más importante para actualizar la sección de instrumentos es la aparición de escalas desarrolladas en y para población mexicana, superando la dependencia de adaptaciones extranjeras del HSQ. La **Escala de Humor ante la Vida (EHV)** de Calleja, Arroyo-Belmonte y Valencia Camargo (Acta de Investigación Psicológica, 12(2), pp. 65–76, 2022; Epub abril 2023) es un instrumento breve de 8 ítems, unidimensional, que explica el 55.97% de la varianza total, con confiabilidad alfa y omega superiores a .91 y AVE > .50, validado en dos muestras mexicanas de población general (N=1,380 y N=550, edades 18–66). Complementariamente, Cruz Vargas y Sánchez Aragón (Acta de Investigación Psicológica, 13(1), pp. 76–88, 2023) desarrollaron la Escala de Significado del Sentido del Humor para adultos mexicanos, válida, confiable y con invarianza de medición por sexo. **Actualiza:** sección de medición/psicometría del reporte original. **Nivel de evidencia:** fuerte (validaciones psicométricas con muestras grandes).
corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	612e931c0baa104be6f0c01246a8857ebb2dfde0cefa973c9b9258071bd5d357	61	MEDIA	"Un aspecto distintivo del quedar bien mexicano es su **sensibilidad reputacional**. ⚠️ *Corregido 28/jul/2026 (meta-auditoría §1): el texto original lo enmarcaba como ""cultura de honor"" siguiendo a Cross y Uskul. **La etiqueta se retira; el dato se conserva.*** El hallazgo empírico es real: los participantes mexicanos mostraron **menor disposición a perdonar ofensas que amenazaban su reputación** comparados con participantes del norte de Estados Unidos (Castillo, 2019) `[MEDIA]`. Lo que no se sostiene es la inferencia de que eso haga de México una cultura de honor: **Smith et al. (2017) encuentra que los mexicanos se autoperciben como cultura de dignidad** (2.º en dignidad, 5.º en honor, 8.º en face de 9 muestras), y **dignidad y face correlacionan r=.96** — no son polos alternativos. La lectura correcta es **gestión de face bajo autopercepción de dignidad**: ""quedar bien"" es protección activa del estatus social y ""quedar mal"" activa vergüenza profunda, sin que ello importe el paquete honor-violencia/venganza/castidad que el marco anglosajón arrastra y que el sujeto mexicano rechaza. Para el tier y la resolución del choque, remitirse al report de **emociones morales**."
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	9	NO-EXPLÍCITO	1. **El familismo obligatorio no es protector.** Solo el familismo de apoyo reduce síntomas depresivos (β = −0.15). Las obligaciones familiares y la familia como referente no predicen mejoras en salud mental.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	11	NO-EXPLÍCITO	2. **México combina colectivismo alto (IDV 30) con la indulgencia más alta del mundo (IVR 97).** Esta combinación es globalmente única y co-varía con un colectivismo emocionalmente cálido, festivo y expresivo **(c)**, distinto del deber formal asiático o la restricción mediterránea.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	13	NO-EXPLÍCITO	3. **La corresidencia prolongada es cada vez más económica y menos cultural.** Los precios de vivienda subieron 42% en 16 años mientras los salarios reales cayeron 21%. La edad de independización llegó a 28.9 años y sigue aumentando.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	15	NO-EXPLÍCITO	4. **El 95.3% de los cuidadores familiares son mujeres.** Destinan 54.3 horas semanales al cuidado. El trabajo de cuidado no remunerado equivale al 26.3% del PIB. No existe sistema nacional de cuidados.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	17	NO-EXPLÍCITO	5. **El 90% de las empresas mexicanas son familiares**, generan 85% del PIB, pero solo 3 de cada 10 sobreviven a la segunda generación.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	19	NO-EXPLÍCITO	"6. **México ocupa el segundo lugar mundial en estigma hacia la salud mental.** La frase ""la ropa sucia se lava en casa"" funciona como barrera estructural contra la búsqueda de ayuda profesional."
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	21	NO-EXPLÍCITO	7. **La abnegación opera como estilo de confrontación pasiva** que inhibe la comunicación asertiva, el establecimiento de límites y la individuación, particularmente en mujeres.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	23	NO-EXPLÍCITO	8. **Los niveles extremos de cohesión familiar (enmeshment) se asocian con mayor consumo de alcohol adolescente**, igual que niveles muy bajos. Solo la cohesión moderada es protectora.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	25	NO-EXPLÍCITO	9. **Tres de cada cuatro ninis son mujeres** que asumen tareas domésticas y de cuidado. El 18.9% de jóvenes de 18-24 años no estudia ni trabaja.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	27	NO-EXPLÍCITO	10. **La mitad de los mexicanos ahorra exclusivamente mediante mecanismos informales** (tandas, colchón), reflejo tanto de exclusión financiera como de la confianza interpersonal como infraestructura económica.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	29	NO-EXPLÍCITO	11. **Menos del 22% de jóvenes LGBTQ+ en México sienten aceptación en su hogar.** Más del 50% consideró seriamente el suicidio. La familia es simultáneamente fuente principal de apoyo y de estigma.
corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	31	NO-EXPLÍCITO	12. **La obediencia afiliativa ha disminuido entre 1959 y 1994**, pero más lentamente que el machismo. Los aspectos nucleares del familismo (cohesión, cercanía emocional) resisten la aculturación.
