procedencia_id	relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	procedencia_necesidad_id	procedencia_fuente	procedencia_objeto_evidencia_id	accion_normalizacion	clasificacion_relacion	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	siguiente_accion	objeto_modelo_origen	objeto_modelo_origen_ref
PROV-cb402c70dc7d685f8005ba03	REL-54217cb006dcd63c00de2f24	N12	ENASIC	OE-82958b4ad8a4e7868f03f34f	N12	ENASIC	OE-82958b4ad8a4e7868f03f34f	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L19	NO_DETERMINADO	NO_DETERMINADO	'7.12.3 Le voy a leer unas frases. Usted me respondera si esta de acuerdo o en desacuerdo. Cuidar a las personas del hogar es responsabilidad de usted y demas integrantes de su hogar'	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: acuerdo/desacuerdo, codigo valido 1 = 'De acuerdo (Si)'; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 185 coincidencias de 'apoyo' en 1427 variables -- casi todas son checklist conductual de tareas especificas de cuidado (¿ayudo a banarse/vestirse/comer?) o si recibio pago, no disposicion general; bateria P7_12 (8 items de actitud sobre corresponsabilidad de cuidado) identificada por lectura dirigida tras hallar 'deber' en P7_12_7. Le falta: la disposicion esta encuadrada en CUIDADOS especificamente, no en apoyo familiar/econom	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-5045e76f6b9da41f2b659865	REL-5741e12ce3e0a0e076ee48fc	N14	ENBIARE	OE-727e5843ca70dc0b203846f3	N14	ENBIARE	OE-727e5843ca70dc0b203846f3	SIN_CAMBIO	CONFIRMADA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L28	NO_DETERMINADO	NO_DETERMINADO	PB1_01: 'B1. En general, ¿cuanto confia en la mayoria de la gente...' PB1_02: 'B1. En general, ¿cuanto confia en la gente que usted [conoce]...' (escala 0-10, 0='nada en absoluto', 10='completamente'). PF1_1: 'F1. En los ultimos 12 meses, ¿usted o alguien en su hogar tuvo que pedir prestado para pagar alimentos o despensa?' (Si/No), mas PF1_2..6 (renta, agua, luz/gas/telefono, colegiaturas, medicinas)	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: PB1: 0-10 numerica; PF1: binario Si/No; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); confianza/confia = 13 coincidencias (bateria B1 completa: gente en general, gente conocida, medios, policia municipal/estatal, Guardia Nacional, Ejercito y Marina, ministerio publico, juzgados, camaras, partidos, funcionarios); prestado = 6 coincidencias (bateria F1 completa). NO VERIFICADO en este acto: si PB1_01/02 miden el mismo constructo que 'radio_confianza' tal como esta operacionalizado hoy con ENCUCI AP5_1_1/2/3 (modelo-decision-v4_0.m	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-d6cb3f7de50c6b95510d0286	REL-57df012cdba3e281563c1068	N15	WVS	OE-ba2e48ea9eddf4b1176c5d08	N15	WVS	OE-ba2e48ea9eddf4b1176c5d08	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	N15|WVS|OE-ba2e48ea9eddf4b1176c5d08	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación local confirma la fuente y México, pero no reabre variables mexicanas ni codificación para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-d3be3abe75713646c403c374	REL-5b73940bf28cdfa8c4caa7d5	N20	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	OE-2aa0aac685e80f6846255f0b	N20	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	OE-2aa0aac685e80f6846255f0b	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L41	NO_DETERMINADO	NO_DETERMINADO	NO-ENCONTRADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-e3cddc20f2e535214f8a1256	REL-5be4c9788e94fa83d2a54169	N27	UCDP	OE-731258e4893eb93fe1dc0bb6	N27	UCDP	OE-731258e4893eb93fe1dc0bb6	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L37	NO_DETERMINADO	NO_DETERMINADO	MAPEADO-NO-SATISFACE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-e425aa42cb7de9cea81e83eb	REL-5ee19fb43305764ee7b2bde3	N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	SIN_CAMBIO	NEGATIVA	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L105	Variables reales	Variables reales	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	NO_DETERMINADO	NO_DETERMINADO
PROV-838b39497ed05dfaa61811b1	REL-5fc50aa3d056d5b63f4e18df	N30	OECD	OE-df63ef5db172cb09effde66c	N30	OECD	OE-df63ef5db172cb09effde66c	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11	OECD	NO_DETERMINADO	Drivers of Trust sin apertura para México.	persona	NO_DETERMINADO	México	NO_DETERMINADO	Confianza institucional potencial	Transacción con desconocidos/enforcement	NO_APLICA	NO_DETERMINADO	Alta	Abrir cuestionario/tabla.	NO_DETERMINADO	NO_DETERMINADO
PROV-e4ac42d270b0d5e0f59e59b8	REL-60e9df4e4ea6f51ca6e4ddc0	N8	ENCIG	OE-819aa50dad79d83364ba8f0f	N8	ENCIG	OE-819aa50dad79d83364ba8f0f	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	NO_DETERMINADO	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Hay corpus ENCIG local, pero esta relación no trae localizador de reactivo y emparejamiento explícito para la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Hay corpus ENCIG local, pero esta relación no trae localizador de reactivo y emparejamiento explícito para la necesidad.	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-6422b1ec5b0a7a219e47f602	REL-62c97ccb92d0e95c8120d776	N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	NO_DETERMINADO	Sin reactivo N28 abierto.	persona	2017	México	NO_DETERMINADO	Fuente plausible	Constructo y outcome N28	NO_APLICA	NO_DETERMINADO	Alta	Abrir módulo exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-b42108949f1f3bf0ea9637d1	REL-63835b1a27c62356495d6104	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	N29|ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION|OE-730f7a0b550a1424e88ebf56	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha documenta microdatos/manuales 2019–2024 y algunos reactivos, pero no el mapeo exacto de este objeto ni comparabilidad entre años.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir manual y microdato del año objetivo; verificar texto, codificación, comparabilidad y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-01d7504b6563a24ebdea5413	REL-641a2435b0e68b2049b73d72	N4	ENSAFI	OE-831d392846e0f6e74f60c0b6	N4	ENSAFI2023_BD_CSV_ZIP	OE-831d392846e0f6e74f60c0b6	CONSERVAR_EVIDENCIA_DISTINTA	CANDIDATA	VARIABLE_SIN_DOCUMENTACION	MAIN:data/abrir4-variables-2026-08-08.tsv:L3	IMPULSIVID	IMPULSIVID	Columna derivada sin texto de reactivo; valores observados 1 y 2.	persona	2023	20448 filas TMODULO	binaria {1,2}, sentido no verificable	Nombre potencialmente relacionado	Aversión al riesgo y desenlace G2 verificables	No usar como parámetro	No se conoce el constructo	Alta	Obtener diccionario oficial y desenlace conjunto.	NO_DETERMINADO	NO_DETERMINADO
PROV-78a2388cca2aef8149ac4b76	REL-655887a6745e8a139387cc90	N4	GPS	OE-beccef6f2f8cbed3a574285d	N4	GPS	OE-beccef6f2f8cbed3a574285d	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-e81c86db793e5bcd1a1b4a83	REL-6b52ae9ea4b72a9f27f01260	N13	ENFIH	OE-3ac182b073f5f5ffdaae010c	N13	ENFIH	OE-3ac182b073f5f5ffdaae010c	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Obligación familiar explícita coobservada con conducta real de cuidado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-b79e734cd49afed6c88cda61	REL-6b71873b3adacde57117ad99	N3	ISSP	OE-9de1114d76ce882ed34bf8e8	N3	ISSP	OE-9de1114d76ce882ed34bf8e8	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L15	ISSP	NO_DETERMINADO	Referencia ISSP sin evidencia concreta N3.	NO_DETERMINADO	NO_DETERMINADO	México	NO_DETERMINADO	Identidad fuente	Constructo y outcome N3	NO_APLICA	NO_DETERMINADO	Alta	Buscar reactivo literal.	NO_DETERMINADO	NO_DETERMINADO
PROV-ab8f47c7733c80c3ffb1d2a1	REL-6c15fdac77dea33175ef25c5	N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	OE-dd233626827fe6c90c301108	N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	OE-dd233626827fe6c90c301108	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27	N27|BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO|OE-dd233626827fe6c90c301108	NO_DETERMINADO	CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma una base de eventos potencial, pero señala acceso por contacto y codebook no disponible.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Solicitar acceso puntual a la base y codebook; verificar fecha, actor, demanda, respuesta y geografía.	NO_DETERMINADO	NO_DETERMINADO
PROV-887a7c9ce6ec857a26768fa6	REL-6c97fe0c5cb528557054a838	N3	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	OE-0b4087e3279cfa0fe5c27919	N3	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	OE-0b4087e3279cfa0fe5c27919	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L4	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	El RCT está indexado y documenta crédito/outcomes, pero no se abrió codebook ni se encontró reactivo explícito del constructo de N3.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	El RCT está indexado y documenta crédito/outcomes, pero no se abrió codebook ni se encontró reactivo explícito del constructo de N3.	Abrir codebook OpenICPSR y buscar el reactivo exacto de sensibilidad de estatus; no inferirlo desde gasto o bienestar.	NO_DETERMINADO	NO_DETERMINADO
PROV-1e477c17c27c6b45cb6f1908	REL-6cd9055fa1486b7f8c8c5efa	N5	FABLE	OE-ac614a08b177265f004c266d	N5	FABLE	OE-ac614a08b177265f004c266d	SIN_CAMBIO	CANDIDATA	REFERENCIA_NO_FUENTE	MAIN:canon/modelo-decision-v4_0.md	FABLE	NO_DETERMINADO	Documentos conceptuales; sin payload FABLE.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Demanda definida	Diseño longitudinal/experimental y conducta	NO_APLICA	NO_DETERMINADO	Alta	Identificar instrumento exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-84d2ef5e06cf6b4d95efd112	REL-6e785044dd97d2658a495bb2	N17	UCDP	OE-36cef4421aa0ef049dcdaea3	N17	UCDP	OE-36cef4421aa0ef049dcdaea3	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	UCDP	NO_DETERMINADO	GED identificado sin apertura.	evento	NO_DETERMINADO	México	NO_DETERMINADO	Evento georreferenciado	Gobierno/trámite digital	NO_APLICA	NO_DETERMINADO	Alta	Abrir codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-8c116f8f5e21c9ade050841e	REL-6ebc288cb21990e446f70262	N28	PUB	OE-720ef5ce31fd46e835c9af4a	N28	PUB	OE-720ef5ce31fd46e835c9af4a	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/integrador-psicologia-mexicano.md	N28|PUB|OE-720ef5ce31fd46e835c9af4a	NO_DETERMINADO	Inventario de comités y contribución sostenida con mecanismo de sanción observable.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El padrón está registrado como EN-DISCO-SIN-VERIFICAR y no hay microdato o diccionario abierto para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.	NO_DETERMINADO	NO_DETERMINADO
PROV-566759ae6940923f22cb472f	REL-6f1cef5066c5478632ac5045	N18	IMSS	OE-a16637199914a6515d84d63e	N18	IMSS	OE-a16637199914a6515d84d63e	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	NO_DETERMINADO	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	NO_DETERMINADO	NO_DETERMINADO
PROV-8eb990f4793bba23f5630d9c	REL-71d03c31e21a53076736dfd0	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-e8196751ae92cecdc38e72c1	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-e8196751ae92cecdc38e72c1	SIN_CAMBIO	CANDIDATA	DOCUMENTO_INDEXADO_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L15	NO_DETERMINADO	El mapa clasifica documentalmente el estudio, pero no contiene instrumento, variable ni resultado que conecte esta clave con la necesidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.	NO_DETERMINADO	NO_DETERMINADO
