fila_origen	fuente_canonica	fuente_canonica_normalizada	discordancia_alias	estado_A4A5	prioridad	url_conocida	ids_manifiesto	origen	nota
CORPUS-COMPLETO-1:ECOSEP_2010	ECOSEP_2010	ECOSEP_2010	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecosep/2013/microdatos/ecosep_2010_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOSEP ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOSEP_2011	ECOSEP_2011	ECOSEP_2011	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecosep/2013/microdatos/ecosep_2011_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOSEP ola 2011)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOSEP_2012	ECOSEP_2012	ECOSEP_2012	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecosep/2013/microdatos/ecosep_2012_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOSEP ola 2012)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOSEP_2013	ECOSEP_2013	ECOSEP_2013	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecosep/2013/microdatos/ecosep_2013_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOSEP ola 2013)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOVIDIE_2020-Abril	ECOVIDIE_2020-Abril	ECOVIDIE_2020-Abril	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecovidie/microdatos/ecovidie_2020_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOVIDIE ola 2020 Abril)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOVIDIE_2020-Agosto	ECOVIDIE_2020-Agosto	ECOVIDIE_2020-Agosto	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecovidie/microdatos/Ejemplo_TR_ECOVID2020_II_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOVIDIE ola 2020 Agosto)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOVIDIE_2021-Febrero	ECOVIDIE_2021-Febrero	ECOVIDIE_2021-Febrero	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecovidie/microdatos/Ejemplo_TR_ECOVID_3ra_ronda_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOVIDIE ola 2021 Febrero)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_1985	ED_1985	ED_1985	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_1985_1989_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 1985)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_1990	ED_1990	ED_1990	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_1990_1994_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 1990)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_1995	ED_1995	ED_1995	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_1995_1999_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 1995)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2000	ED_2000	ED_2000	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2000_2004_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2000)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2005	ED_2005	ED_2005	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2005_2009_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2005)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2010	ED_2010	ED_2010	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2010_2014_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2015	ED_2015	ED_2015	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2015_2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2020	ED_2020	ED_2020	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2020_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2021	ED_2021	ED_2021	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2021_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2022	ED_2022	ED_2022	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2022_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2023	ED_2023	ED_2023	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2023_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2023)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ED_2024	ED_2024	ED_2024	SIN_ALIAS	PENDIENTE	3	https://www.inegi.org.mx/contenidos/programas/ed/microdatos/divorcios_base_datos_2024_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ED ola 2024)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDER_2011	EDER_2011	EDER_2011	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eder/2011/doc/eder2011_descripcion_de_archivos.xls		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDER ola 2011)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDER_2017	EDER_2017	EDER_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eder/2017/doc/eder2017_fd.pdf		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDER ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDER_2025	EDER_2025	EDER_2025	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eder/2025/microdatos/889463930242.pdf		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDER ola 2025)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_1985	EDF_1985	EDF_1985	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_1985_1989_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 1985)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_1990	EDF_1990	EDF_1990	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_1990_1994_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 1990)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_1995	EDF_1995	EDF_1995	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_1995_1999_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 1995)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2000	EDF_2000	EDF_2000	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_2000_2004_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2000)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2005	EDF_2005	EDF_2005	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_2005_2009_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2005)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2010	EDF_2010	EDF_2010	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_2010_2014_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2015	EDF_2015	EDF_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/defunciones_fetales_base_datos_2015_2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2020	EDF_2020	EDF_2020	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/fetales_base_de_datos_2020_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2021	EDF_2021	EDF_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/fetales_base_de_datos_2021_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2022	EDF_2022	EDF_2022	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/fetales_base_de_datos_2022_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2023	EDF_2023	EDF_2023	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/fetales_base_de_datos_2023_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2023)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2024	EDF_2024	EDF_2024	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/fetales_base_de_datos_2024_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2024)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDF_2025	EDF_2025	EDF_2025	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/edf/microdatos/fetales_base_de_datos_2025_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDF ola 2025)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_1990	EDR_1990	EDR_1990	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/datos/defunciones_generales_base_datos_1990_1994_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 1990)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_1995	EDR_1995	EDR_1995	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/datos/defunciones_generales_base_datos_1995_1999_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 1995)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_2000	EDR_2000	EDR_2000	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/datos/defunciones_generales_base_datos_2000_2004_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 2000)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_2005	EDR_2005	EDR_2005	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/datos/defunciones_generales_base_datos_2005_2009_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 2005)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_2010	EDR_2010	EDR_2010	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/datos/defunciones_generales_base_datos_2010_2014_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_2020	EDR_2020	EDR_2020	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/2020/defunciones_base_datos_2020_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_2021	EDR_2021	EDR_2021	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/2021/defunciones_base_datos_2021_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EDR_2023	EDR_2023	EDR_2023	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/edr/microdatos/defunciones/2023/defunciones_base_datos_2023_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EDR ola 2023)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EIA_2003	EIA_2003	EIA_2003	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eia/eia94_03/microdatos/ejem_eia_94_03_dta.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EIA ola 2003)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EIA_2009	EIA_2009	EIA_2009	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eia/2009/microdatos/ejem_eia_03_09_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EIA ola 2009)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EIC_2025	EIC_2025	EIC_2025	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eic/2025/microdatos/eic2025_micro_01_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EIC ola 2025)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 42 archivo(s) del catálogo por comando, ola RESERVADA (E.6: ola más reciente de programa con historia; bajar y hashear no es abrir); licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EIM_2008	EIM_2008	EIM_2008	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eim/1994/microdatos/ejemplos_eim_1994_2008_stata.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EIM ola 2008)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EIMA_2010	EIMA_2010	EIMA_2010	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eima/2005/microdatos/ejemplos_eima_2005_2010_stata.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EIMA ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ELCOS_2012	ELCOS_2012	ELCOS_2012	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/elcos/doc/elcos_fd.xls		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ELCOS ola 2012)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
